prompt,output,tags
Which article of the Indian Constitution deals with its commencement?,"Article 394 of the Indian Constitution deals with its commencement, stating that the remaining provisions of the Constitution shall come into force on the twenty-sixth day of January, 1950.","['with', 'commencement', 'the', 'deals', 'which', 'constitution', 'of', 'article', 'indian', 'its']"
What is the significance of the commencement of the Indian Constitution?,"The significance of the commencement of the Indian Constitution is that it marks the establishment of a new legal framework for governing India, asserting its sovereignty, and replacing the previous British colonial laws and regulations.","['what', 'significance', 'the', 'constitution', 'of', 'is', 'indian', 'commencement']"
What is the role of the President in ensuring the accuracy and conformity of the Hindi translation of the Constitution?,"The role of the President in ensuring the accuracy and conformity of the Hindi translation of the Constitution, as per Article 394A, is to cause the translation to be published with necessary modifications, and to revise the translation suitably if any difficulty arises in construing any part of it.","['what', 'translation', 'the', 'hindi', 'role', 'conformity', 'ensuring', 'constitution', 'and', 'in', 'of', 'is', 'president', 'accuracy']"
Which article of the Indian Constitution focuses on the authoritative text in the Hindi language?,"Article 394A of the Indian Constitution focuses on the authoritative text in the Hindi language, directing the President to publish translations of the Constitution and its amendments in Hindi.","['the', 'text', 'on', 'hindi', 'authoritative', 'which', 'language', 'constitution', 'in', 'of', 'article', 'indian', 'focuses']"
What does Part VI of the Constitution of India cover?,"Part VI of the Constitution of India covers the provisions related to the States. It is divided into several chapters, discussing the general definition, the executive, the legislature, and other aspects of the State governments.","['cover', 'what', 'the', 'vi', 'constitution', 'india', 'part', 'does', 'of']"
How is the executive power of a State exercised according to Article 154?,"According to Article 154 of the Constitution of India, the executive power of a State is vested in the Governor and is exercised by him either directly or through officers subordinate to him, in accordance with the Constitution.","['the', 'how', 'exercised', 'a', 'power', '154', 'state', 'to', 'of', 'article', 'is', 'executive', 'according']"
How is the Governor of a State appointed?,"As per Article 155, the Governor of a State is appointed by the President of India by warrant under his hand and seal.","['the', 'how', 'a', 'state', 'appointed', 'of', 'is', 'governor']"
What is the term of office for a Governor?,"According to Article 156, a Governor holds office for a term of five years from the date on which he enters upon his office. However, the Governor serves at the pleasure of the President and may resign by writing under his hand addressed to the President. A Governor may continue to hold office until his successor enters upon the office, notwithstanding the expiration of his term.","['what', 'the', 'a', 'office', 'for', 'of', 'is', 'governor', 'term']"
What are the qualifications for appointment as a Governor?,"As per Article 157, a person must be a citizen of India and should have completed the age of thirty-five years to be eligible for appointment as a Governor.","['what', 'the', 'a', 'are', 'for', 'as', 'governor', 'appointment', 'qualifications']"
What are the conditions of a Governor's office?,"Article 158 states that a Governor cannot be a member of either House of Parliament or of a House of the Legislature of any State. The Governor cannot hold any other office of profit and is entitled to emoluments, allowances, and privileges as determined by Parliament by law or as specified in the Second Schedule.","['what', 'the', 'a', 'office', 'are', 'conditions', 'governors', 'of']"
What is the power of a Governor to grant pardons according to Article 161?,"Article 161 states that the Governor of a State has the power to grant pardons, reprieves, respites, or remissions of punishment, or to suspend, remit, or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends.","['what', 'the', 'a', 'power', 'pardons', '161', 'to', 'grant', 'of', 'article', 'is', 'governor', 'according']"
What is the role of the Council of Ministers in aiding and advising the Governor?,"According to Article 163, the Council of Ministers, with the Chief Minister at the head, aids and advises the Governor in the exercise of his functions, except in cases where the Governor is required to exercise his functions or any of them in his discretion by or under the Constitution.","['advising', 'what', 'the', 'role', 'aiding', 'and', 'in', 'of', 'ministers', 'is', 'council', 'governor']"
How are the Chief Minister and other Ministers appointed?,"As per Article 164, the Chief Minister is appointed by the Governor, and the other Ministers are appointed by the Governor on the advice of the Chief Minister. The Ministers hold office during the pleasure of the Governor.","['the', 'how', 'minister', 'are', 'and', 'appointed', 'ministers', 'chief', 'other']"
What is the composition of the Legislative Assembly of a State?,"Article 170 states that the Legislative Assembly of each State consists of not more than 500 and not less than 60 members, chosen by direct election from territorial constituencies in the State, subject to the provisions of Article 333.","['what', 'the', 'a', 'state', 'assembly', 'composition', 'of', 'is', 'legislative']"
What is the process of readjustment of seats in the Legislative Assembly after each census?,"According to Article 170(3), upon the completion of each census, the total number of seats in the Legislative Assembly of each State and the division of each State into territorial constituencies are to be readjusted by an authority and in a manner as determined by Parliament by law. The readjustment doesn't affect representation in the Legislative Assembly until the dissolution of the existing Assembly.","['what', 'seats', 'the', 'census', 'assembly', 'each', 'process', 'in', 'of', 'is', 'after', 'readjustment', 'legislative']"
How is the composition of the Legislative Council determined?,"Article 171 states that the total number of members in the Legislative Council of a State shall not exceed one-third of the total number of members in the Legislative Assembly of that State, with a minimum of 40 members. The composition of the Council includes members elected by various electorates, members elected by the Legislative Assembly, and members nominated by the Governor.","['the', 'how', 'determined', 'composition', 'of', 'is', 'council', 'legislative']"
What are the qualifications for a person to be appointed as an Advocate-General for a State?,"According to Article 165, a person appointed as an Advocate-General for a State should be qualified to be appointed as a Judge of a High Court.","['person', 'what', 'the', 'advocategeneral', 'a', 'state', 'are', 'to', 'an', 'for', 'be', 'appointed', 'as', 'qualifications']"
What is the role of the Advocate-General for a State?,"As per Article 165, the Advocate-General's duties include giving advice to the State Government on legal matters, performing other duties of a legal character as assigned by the Governor, and discharging the functions conferred on him by the Constitution or any other law for the time being in force.","['what', 'the', 'advocategeneral', 'a', 'role', 'state', 'for', 'of', 'is']"
How is the executive action of the Government of a State expressed?,Article 166(1) states that all executive actions of the Government of a State shall be expressed to be taken in the name of the Governor.,"['the', 'how', 'a', 'government', 'state', 'expressed', 'of', 'is', 'executive', 'action']"
What are the duties of the Chief Minister as respects the furnishing of information to the Governor?,"According to Article 167, the Chief Minister's duties include communicating all decisions of the Council of Ministers relating to the administration of the State and proposals for legislation to the Governor, furnishing information relating to the administration of the State and proposals for legislation as the Governor may call for, and submitting any matter for the consideration of the Council of Ministers on the Governor's request.","['what', 'as', 'the', 'furnishing', 'minister', 'respects', 'are', 'duties', 'to', 'information', 'of', 'chief', 'governor']"
What is the composition of the Legislature in the States of India?,"Article 168 states that the Legislature of each State consists of the Governor and, in the case of the States of Andhra Pradesh, Bihar, Madhya Pradesh, Maharashtra, Karnataka, Tamil Nadu, and Uttar Pradesh, two Houses (Legislative Council and Legislative Assembly); in other States, there is only one House (Legislative Assembly).","['what', 'the', 'legislature', 'states', 'india', 'composition', 'of', 'in', 'is']"
Can the Legislative Council of a State be abolished or created?,"Article 169 allows Parliament to provide for the abolition of the Legislative Council of a State having such a Council or for the creation of such a Council in a State having no such Council, if the Legislative Assembly of the State passes a resolution to that effect by a majority of the total membership of the Assembly and by a majority of not less than two-thirds of the members of the Assembly present and voting.","['the', 'a', 'state', 'created', 'abolished', 'be', 'of', 'or', 'council', 'can', 'legislative']"
What is the role of the Governor in the nomination of members to the Legislative Council?,"As per Article 171(3)(e), the Governor nominates the remaining members of the Legislative Council, who are persons having special knowledge or practical experience in literature, science, art, co-operative movement, and social service.","['what', 'the', 'role', 'to', 'nomination', 'members', 'in', 'of', 'is', 'council', 'governor', 'legislative']"
What is the Legislative Assembly of a State responsible for?,"The Legislative Assembly of a State is responsible for the making of laws, discussing and approving budgets, and holding the Council of Ministers accountable for their actions and decisions. The Council of Ministers, headed by the Chief Minister, is collectively responsible to the Legislative Assembly of the State, as stated in Article 164(2).","['what', 'the', 'a', 'state', 'assembly', 'responsible', 'for', 'of', 'is', 'legislative']"
What is the duration of State Legislatures in India?,"The duration of State Legislatures in India is mentioned in Article 172 of the Constitution. Every Legislative Assembly of every State, unless sooner dissolved, shall continue for five years from the date appointed for its first meeting. However, this period may be extended by Parliament by law for a period not exceeding one year at a time while a Proclamation of Emergency is in operation, and not extending beyond a period of six months after the Proclamation has ceased to operate.","['what', 'the', 'legislatures', 'state', 'india', 'duration', 'in', 'of', 'is']"
What are the qualifications required for membership of the State Legislature in India?,"The qualifications for membership of the State Legislature in India are mentioned in Article 173 of the Constitution. A person must be a citizen of India, make and subscribe an oath or affirmation according to the form set out in the Third Schedule, be at least twenty-five years of age for a seat in the Legislative Assembly and at least thirty years of age for a seat in the Legislative Council, and possess any other qualifications as prescribed by or under any law made by Parliament.","['what', 'the', 'required', 'legislature', 'state', 'are', 'membership', 'india', 'for', 'in', 'of', 'qualifications']"
What are the duties of the Governor with respect to the State Legislature?,"The Governor's duties with respect to the State Legislature include summoning, proroguing, and dissolving the House or each House of the Legislature (Article 174), addressing and sending messages to the House or Houses (Article 175), and delivering a special address at the commencement of the first session after each general election and at the commencement of the first session of each year (Article 176). The Governor also plays a role in the decision on questions as to disqualifications of members (Article 192).","['with', 'what', 'the', 'legislature', 'state', 'are', 'duties', 'to', 'respect', 'of', 'governor']"
What are the roles of the Speaker and Deputy Speaker of the Legislative Assembly?,"The roles of the Speaker and Deputy Speaker of the Legislative Assembly are mentioned in Articles 178 and 179 of the Constitution. They are responsible for presiding over the meetings of the Assembly, maintaining decorum and order, and ensuring the smooth functioning of the House. They can also vacate their office, resign, or be removed from their office by a resolution of the Assembly passed by a majority of all the then members of the Assembly.","['what', 'the', 'speaker', 'are', 'assembly', 'and', 'of', 'roles', 'deputy', 'legislative']"
What are the roles of the Chairman and Deputy Chairman of the Legislative Council?,"The roles of the Chairman and Deputy Chairman of the Legislative Council are mentioned in Articles 182 and 183 of the Constitution. They are responsible for presiding over the meetings of the Council, maintaining decorum and order, and ensuring the smooth functioning of the House. They can also vacate their office, resign, or be removed from their office by a resolution of the Council passed by a majority of all the then members of the Council.","['what', 'the', 'council', 'are', 'and', 'of', 'chairman', 'roles', 'deputy', 'legislative']"
What is the process of taking an oath or affirmation by members of the State Legislature?,"The process of taking an oath or affirmation by members of the State Legislature is mentioned in Article 188 of the Constitution. Every member of the Legislative Assembly or Legislative Council of a State shall, before taking their seat, make and subscribe before the Governor, or some person appointed in that behalf by the Governor, an oath or affirmation according to the form set out for the purpose in the Third Schedule.","['what', 'the', 'oath', 'or', 'affirmation', 'an', 'by', 'members', 'state', 'legislature', 'process', 'taking', 'of', 'is']"
How are vacancies and disqualifications for membership of the State Legislature addressed?,"Vacancies and disqualifications for membership of the State Legislature are addressed in Articles 190 and 191 of the Constitution. A person is disqualified for being chosen as, and for being, a member of the State Legislature if they hold an office of profit, are of unsound mind, are an undischarged insolvent, are not a citizen of India or have allegiance to a foreign State, or are disqualified under any law made by Parliament. If a question arises as to whether a member has become subject to any disqualification, the question shall be referred to the Governor, whose decision shall be final, after obtaining the opinion of the Election Commission.","['the', 'how', 'disqualifications', 'vacancies', 'legislature', 'state', 'are', 'membership', 'addressed', 'for', 'and', 'of']"
How is the voting process in the Houses of the State Legislature?,"The voting process in the Houses of the State Legislature is mentioned in Article 189 of the Constitution. All questions at any sitting of a House of the State Legislature shall be determined by a majority of votes of the members present and voting, other than the Speaker or Chairman, or person acting as such. The Speaker or Chairman, or person acting as such, shall not vote in the first instance but shall have and exercise a casting vote in the case of an equality of votes.","['the', 'how', 'houses', 'legislature', 'voting', 'state', 'process', 'in', 'of', 'is']"
What is the quorum for a meeting of a House of the State Legislature?,"The quorum for a meeting of a House of the State Legislature is mentioned in Article 189(3) of the Constitution. Until the State Legislature by law otherwise provides, the quorum to constitute a meeting of a House of the State Legislature shall be ten members or one-tenth of the total number of members of the House, whichever is greater.","['what', 'the', 'quorum', 'a', 'legislature', 'state', 'house', 'for', 'of', 'is', 'meeting']"
What are the provisions for the Secretariat of State Legislature?,"The provisions for the Secretariat of State Legislature are mentioned in Article 187 of the Constitution. The House or each House of the State Legislature shall have a separate secretarial staff, with the possibility of creating posts common to both Houses in case of a State having a Legislative Council. The State Legislature may regulate the recruitment and conditions of service of persons appointed to the secretarial staff by law. Until such provision is made, the Governor may make rules regulating the recruitment and conditions of service after consultation with the Speaker of the Legislative Assembly or the Chairman of the Legislative Council, as the case may be.","['what', 'the', 'provisions', 'legislature', 'state', 'are', 'for', 'of', 'secretariat']"
What are the salaries and allowances of the Speaker and Deputy Speaker and the Chairman and Deputy Chairman?,"The salaries and allowances of the Speaker and Deputy Speaker of the Legislative Assembly and the Chairman and Deputy Chairman of the Legislative Council are mentioned in Article 186 of the Constitution. These shall be paid as fixed by the Legislature of the State by law, and until such provision is made, the salaries and allowances shall be as specified in the Second Schedule.","['what', 'the', 'speaker', 'deputy', 'are', 'salaries', 'and', 'of', 'chairman', 'allowances']"
Can a person be a member of both Houses of the Legislature of a State?,"A person cannot be a member of both Houses of the Legislature of a State, as stated in Article 190(1) of the Constitution. The State Legislature shall make provisions by law for the vacation of a person who is chosen as a member of both Houses in either the Legislative Assembly or the Legislative Council.","['person', 'the', 'both', 'a', 'houses', 'legislature', 'state', 'be', 'of', 'member', 'can']"
Can a person be a member of the Legislatures of two or more States?,"A person cannot be a member of the Legislatures of two or more States specified in the First Schedule, as mentioned in Article 190(2) of the Constitution. If a person is chosen as a member of the Legislatures of two or more States, their seat in the Legislatures of all such States shall become vacant at the expiration of a specified period, unless they have previously resigned their seat in the Legislatures of all but one of the States.","['two', 'person', 'the', 'a', 'legislatures', 'more', 'states', 'be', 'of', 'or', 'member', 'can']"
Under what circumstances can a member's seat in the State Legislature become vacant?,"A member's seat in a State Legislature can become vacant under the following circumstances, as mentioned in Article 190(3) of the Constitution: if the member becomes subject to any disqualifications mentioned in Article 191, if the member resigns their seat by writing under their hand addressed to the Speaker or Chairman and their resignation is accepted, or if the member is absent from all meetings of the House for a period of sixty days without permission of the House.","['what', 'the', 'seat', 'a', 'become', 'legislature', 'state', 'members', 'vacant', 'in', 'can', 'circumstances', 'under']"
What happens if there is no quorum during a meeting of the Legislative Assembly or Legislative Council?,"If there is no quorum during a meeting of the Legislative Assembly or Legislative Council, Article 189(4) of the Constitution states that it is the duty of the Speaker or Chairman, or person acting as such, either to adjourn the House or to suspend the meeting until there is a quorum.","['what', 'the', 'quorum', 'a', 'there', 'or', 'council', 'assembly', 'during', 'meeting', 'happens', 'is', 'of', 'no', 'if', 'legislative']"
"What action can be taken if a member of a State Legislature is found to have sat, voted, or participated in proceedings without being entitled to do so?","If a member of a State Legislature is found to have participated in proceedings without being entitled to do so, Article 189(2) of the Constitution states that any proceedings in the Legislature shall still be valid, notwithstanding the discovery of this fact.","['a', 'in', 'is', 'so', 'if', 'being', 'do', 'taken', 'to', 'proceedings', 'action', 'found', 'entitled', 'participated', 'have', 'sat', 'of', 'without', 'member', 'can', 'what', 'voted', 'legislature', 'state', 'be', 'or']"
What are the rights of Ministers and Advocate-General with respect to the Houses of the State Legislature?,"The rights of Ministers and Advocate-General with respect to the Houses of the State Legislature are mentioned in Article 177 of the Constitution. They have the right to speak in, and otherwise take part in the proceedings of, the Legislative Assembly or, in the case of a State having a Legislative Council, both Houses, and to speak in, and otherwise take part in the proceedings of, any committee of the Legislature of which they may be named a member. However, they shall not be entitled to vote by virtue of this article.","['with', 'what', 'the', 'advocategeneral', 'houses', 'legislature', 'rights', 'state', 'are', 'to', 'respect', 'and', 'of', 'ministers']"
What is the role of the Election Commission in the decision on questions related to disqualifications of members?,"The role of the Election Commission in the decision on questions related to disqualifications of members is mentioned in Article 192(2) of the Constitution. Before giving any decision on any such question, the Governor shall obtain the opinion of the Election Commission and shall act according to such opinion.","['what', 'the', 'on', 'disqualifications', 'role', 'commission', 'related', 'to', 'members', 'election', 'in', 'of', 'questions', 'is', 'decision']"
What are the provisions for the conduct of business in the State Legislature?,"The provisions for the conduct of business in the State Legislature are found in Articles 174 to 189 of the Constitution, which cover topics such as the summoning, prorogation, and dissolution of the Houses; the roles and responsibilities of the Speaker, Deputy Speaker, Chairman, and Deputy Chairman; the process of taking an oath or affirmation by members; voting procedures; quorum; vacancies and disqualifications of members; and the rights of Ministers and Advocate-General.","['what', 'the', 'provisions', 'legislature', 'state', 'conduct', 'are', 'for', 'in', 'of', 'business']"
What is the administration of Union territories according to the Constitution of India?,"According to Article 239 of the Constitution of India, every Union territory is administered by the President, who acts to the extent he thinks fit through an administrator appointed by him with a specific designation. The President can also appoint the Governor of a State as the administrator of an adjoining Union territory. In such cases, the Governor exercises his functions as an administrator independently of his Council of Ministers.","['what', 'the', 'territories', 'to', 'union', 'constitution', 'india', 'of', 'is', 'administration', 'according']"
What provisions does the Constitution of India make for the creation of local Legislatures or Council of Ministers for certain Union territories?,"Article 239A of the Constitution of India states that Parliament may create a local Legislature or Council of Ministers, or both, for certain Union territories such as Puducherry. These bodies can be either elected, partly nominated, or partly elected, with their constitution, powers, and functions specified in the law. Such a law does not require an amendment to the Constitution and does not fall under the provisions of Article 368.","['what', 'certain', 'the', 'provisions', 'territories', 'legislatures', 'creation', 'union', 'constitution', 'india', 'for', 'does', 'of', 'ministers', 'or', 'council', 'make', 'local']"
What are the special provisions with respect to Delhi according to the Constitution of India?,"Article 239AA of the Constitution of India provides special provisions for Delhi, now called the National Capital Territory (NCT) of Delhi. It establishes a Legislative Assembly for the NCT, with members chosen through direct elections from territorial constituencies. The Legislative Assembly has the power to make laws for the NCT on matters enumerated in the State List or Concurrent List, with some exceptions. There is also a Council of Ministers, headed by the Chief Minister, to aid and advise the Lieutenant Governor in the exercise of his functions in matters where the Legislative Assembly has the power to make laws.","['with', 'what', 'the', 'provisions', 'special', 'are', 'to', 'constitution', 'respect', 'india', 'of', 'delhi', 'according']"
What is the role of the President in case of failure of constitutional machinery in the National Capital Territory of Delhi?,"According to Article 239AB of the Constitution of India, if the President is satisfied, based on a report from the Lieutenant Governor or otherwise, that the administration of the National Capital Territory of Delhi cannot be carried out according to the provisions of Article 239AA or any related law, or that it is necessary for proper administration, the President may suspend the operation of any provision of Article 239AA or any related law for a specified period and subject to specified conditions. The President can also make incidental and consequential provisions as deemed necessary for administering the National Capital Territory in accordance with the provisions of Article 239 and Article 239AA.","['constitutional', 'what', 'territory', 'the', 'machinery', 'national', 'case', 'role', 'failure', 'capital', 'delhi', 'in', 'of', 'is', 'president']"
What is the power of the administrator to promulgate Ordinances during the recess of Legislature in Union territories?,"Article 239B of the Constitution of India states that if the administrator of a Union territory, such as Puducherry, is satisfied that immediate action is necessary in situations when the Legislature is not in session, he may promulgate Ordinances as required. However, this can only be done after obtaining instructions from the President. Additionally, the administrator cannot promulgate any Ordinance during the period when the Legislature is dissolved or suspended. Ordinances promulgated under this article are deemed to be Acts of the Legislature of the Union territory.","['administrator', 'what', 'the', 'ordinances', 'territories', 'power', 'promulgate', 'legislature', 'to', 'union', 'during', 'recess', 'in', 'of', 'is']"
What is the power of the President to make regulations for certain Union territories?,"According to Article 240 of the Constitution of India, the President has the power to make regulations for the peace, progress, and good government of certain Union territories such as the Andaman and Nicobar Islands, Lakshadweep, Dadra and Nagar Haveli, Daman and Diu, and Puducherry. These regulations can repeal or amend any Act made by Parliament or any other law applicable to the Union territory and have the same force and effect as an Act of Parliament that applies to the territory.","['what', 'certain', 'the', 'territories', 'power', 'regulations', 'to', 'union', 'for', 'of', 'is', 'president', 'make']"
What are the provisions in the Constitution of India for High Courts in Union territories?,"Article 241 of the Constitution of India states that Parliament may constitute a High Court for a Union territory or declare any court in the territory to be a High Court for all or any purposes of the Constitution. The provisions of Chapter V of Part VI apply to these High Courts with some modifications or exceptions as provided by Parliament. Additionally, Parliament has the power to extend or exclude the jurisdiction of a High Court for a State to or from any Union territory or part thereof.","['what', 'high', 'the', 'provisions', 'territories', 'are', 'courts', 'union', 'constitution', 'india', 'for', 'in', 'of']"
What is the status of laws made by the Legislative Assembly of a Union territory in case of repugnancy with laws made by Parliament?,"According to Article 239AA (3)(c) of the Constitution of India, if any provision of a law made by the Legislative Assembly of a Union territory is repugnant to any provision of a law made by Parliament, the law made by Parliament shall prevail, and the law made by the Legislative Assembly shall be void to the extent of the repugnancy. However, if the law made by the Legislative Assembly has been reserved for the consideration of the President and has received his assent, it shall prevail in the Union territory. Parliament can still enact a law with respect to the same matter, including amending or repealing the law made by the Legislative Assembly.","['with', 'what', 'made', 'the', 'territory', 'status', 'a', 'case', 'laws', 'by', 'assembly', 'union', 'parliament', 'in', 'of', 'is', 'repugnancy', 'legislative']"
What are the limitations on the Legislative Assembly of the National Capital Territory of Delhi?,"Article 239AA (3)(a) of the Constitution of India limits the Legislative Assembly of the National Capital Territory of Delhi to making laws on matters enumerated in the State List or Concurrent List, except for matters related to Entries 1, 2, and 18 of the State List, and Entries 64, 65, and 66 of the Concurrent List as they relate to Entries 1, 2, and 18. This restriction does not affect the powers of Parliament to make laws for the Union territory or any part thereof.","['what', 'territory', 'the', 'national', 'limitations', 'on', 'are', 'assembly', 'capital', 'of', 'delhi', 'legislative']"
What is the role of the Council of Ministers in the National Capital Territory of Delhi?,"According to Article 239AA (4) of the Constitution of India, the National Capital Territory of Delhi has a Council of Ministers consisting of not more than ten percent of the total number of members in the Legislative Assembly, headed by the Chief Minister. The Council of Ministers aids and advises the Lieutenant Governor in the exercise of his functions in relation to matters where the Legislative Assembly has the power to make laws, except in cases where the Lieutenant Governor is required to act in his discretion by or under any law. In case of differences of opinion between the Lieutenant Governor and the Council of Ministers, the matter shall be referred to the President for decision.","['what', 'territory', 'the', 'national', 'role', 'capital', 'in', 'of', 'ministers', 'is', 'council', 'delhi']"
What is the process of appointment of additional and acting Judges of the High Court under Article 224?,"Under Article 224, when there is a temporary increase in the workload or backlog in a High Court, the President can appoint additional Judges for a period not exceeding two years. If any Judge, other than the Chief Justice, is unable to perform their duties due to absence or any other reason, the President can appoint a duly qualified person to act as a Judge of that Court in consultation with the National Judicial Appointments Commission. However, no person appointed as an additional or acting Judge shall hold office after attaining the age of sixty-two years.","['what', 'judges', 'the', 'high', '224', 'additional', 'court', 'process', 'and', 'of', 'article', 'is', 'acting', 'appointment', 'under']"
What does Article 224A state about the appointment of retired Judges at sittings of High Courts?,"Article 224A allows the National Judicial Appointments Commission, on a reference made by the Chief Justice of a High Court, to request any person who has held the office of a Judge of that Court or any other High Court to sit and act as a Judge of the High Court for that State, with the previous consent of the President. Such person shall be entitled to allowances determined by the President and have all the jurisdiction, powers, and privileges of a Judge of the High Court, but shall not be deemed a Judge of that Court unless they consent to do so.","['what', 'judges', 'the', 'high', 'sittings', 'retired', 'state', 'courts', 'at', '224a', 'does', 'of', 'article', 'about', 'appointment']"
What is the jurisdiction of existing High Courts as per Article 225?,"According to Article 225, subject to the provisions of the Constitution and any law made by the appropriate Legislature, the jurisdiction of existing High Courts and the powers of their Judges in relation to the administration of justice, including any power to make rules of Court and regulate the sittings of the Court and of members thereof, shall be the same as immediately before the commencement of the Constitution. However, any restrictions on the exercise of original jurisdiction concerning revenue matters or acts ordered or done in revenue collection shall no longer apply.","['what', 'high', 'the', 'as', 'jurisdiction', 'per', 'courts', '225', 'of', 'article', 'is', 'existing']"
What powers do High Courts have under Article 226 to issue writs?,"Under Article 226, every High Court has the power to issue directions, orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto, and certiorari, to any person or authority within its territorial jurisdiction for the enforcement of any rights conferred by Part III of the Constitution and for any other purpose. This power can also be exercised by any High Court in relation to territories where the cause of action, wholly or in part, arises for the exercise of such power, even if the seat of the Government, authority, or residence of the person is not within those territories.","['writs', 'high', 'what', 'do', '226', 'to', 'powers', 'have', 'courts', 'article', 'issue', 'under']"
What is the power of superintendence of High Courts over all courts and tribunals as per Article 227?,"Article 227 states that every High Court shall have superintendence over all courts and tribunals within its territorial jurisdiction. The High Court may call for returns from such courts, make and issue general rules and prescribe forms for regulating their practice and proceedings, and prescribe forms for keeping books, entries, and accounts by the officers of such courts. The High Court may also settle tables of fees for the sheriff, clerks, officers, attorneys, advocates, and pleaders practicing in such courts. However, this power of superintendence does not extend to any court or tribunal constituted by or under any law relating to the Armed Forces.","['what', 'high', 'the', 'as', 'power', 'per', 'superintendence', 'courts', 'over', 'and', '227', 'of', 'article', 'is', 'tribunals', 'all']"
What is the process of transferring certain cases to the High Court under Article 228?,"Under Article 228, if the High Court is satisfied that a case pending in a subordinate court involves a substantial question of law concerning the interpretation of the Constitution and its determination is necessary for the disposal of the case, the High Court can withdraw the case and either dispose of it itself or determine the question of law, return the case to the subordinate court along with a copy of its judgment on the question, and direct the subordinate court to dispose of the case in conformity with the judgment.","['what', 'certain', 'the', 'high', '228', 'cases', 'court', 'to', 'process', 'transferring', 'of', 'article', 'is', 'under']"
How are officers and servants of High Courts appointed and what are their conditions of service according to Article 229?,"As per Article 229, appointments of officers and servants of a High Court are made by the Chief Justice of the Court or another Judge or officer of the Court as directed. The conditions of service of officers and servants are prescribed by rules made by the Chief Justice or another authorized Judge or officer. These rules require the approval of the Governor of the State, especially in matters related to salaries, allowances, leave, or pensions. The administrative expenses of a High Court, including salaries, allowances, and pensions, are charged upon the Consolidated Fund of the State, and any fees or other moneys taken by the Court form part of that Fund.","['high', 'what', '229', 'how', 'officers', 'are', 'courts', 'service', 'servants', 'conditions', 'to', 'and', 'appointed', 'of', 'article', 'their', 'according']"
What is the procedure for extending the jurisdiction of High Courts to Union territories as per Article 230?,"Under Article 230, Parliament may extend the jurisdiction of a High Court to, or exclude the jurisdiction of a High Court from, any Union territory by law. When a High Court of a State exercises jurisdiction in relation to a Union territory, the Legislature of the State cannot increase, restrict, or abolish that jurisdiction, and any reference in Article 227 to the Governor, concerning rules, forms, or tables for subordinate courts in that territory, shall be construed as a reference to the President.","['what', 'high', 'the', 'as', 'territories', 'jurisdiction', 'per', 'courts', 'to', 'union', '230', 'for', 'of', 'article', 'is', 'extending', 'procedure']"
What provisions does Article 231 make for the establishment of a common High Court for two or more States?,"Article 231 allows Parliament to establish a common High Court for two or more States or for two or more States and a Union territory by law. In relation to such a common High Court, the references in Articles 219 and 229 to the State shall be construed as references to the State where the High Court has its principal seat. If the principal seat is in a Union territory, the references in Articles 219 and 229 to the Governor, Public Service Commission, Legislature, and Consolidated Fund of the State shall be construed as references to the President, Union Public Service Commission, Parliament, and Consolidated Fund of India, respectively.","['two', 'what', 'high', 'the', 'provisions', 'a', 'common', 'more', '231', 'court', 'establishment', 'states', 'for', 'does', 'of', 'article', 'or', 'make']"
"How are district judges appointed, posted, and promoted according to Article 233?","Article 233 states that appointments, postings, and promotions of district judges in any State are made by the Governor of the State in consultation with the High Court exercising jurisdiction in that State. A person not already in the service of the Union or the State is eligible for appointment as a district judge if they have been an advocate or pleader for at least seven years and are recommended by the High Court for appointment.","['judges', 'how', 'promoted', '233', 'posted', 'are', 'to', 'district', 'and', 'appointed', 'article', 'according']"
What does Article 233A say about the validation of appointments and judgments delivered by certain district judges?,"Article 233A states that notwithstanding any judgment, decree, or order of any court, the appointment, posting, promotion, or transfer of any person as a district judge made before the commencement of the Constitution (Twentieth Amendment) Act, 1966, shall not be deemed illegal or void solely because it was not made in accordance with the provisions of Article 233 or Article 235. Similarly, any jurisdiction exercised, judgment passed, or act or proceeding done or taken by such person as a district judge shall not be deemed illegal or invalid solely because their appointment, posting, promotion, or transfer was not made in accordance with the said provisions.","['what', 'certain', 'say', 'the', 'judges', 'validation', 'delivered', '233a', 'by', 'district', 'appointments', 'does', 'of', 'article', 'and', 'about', 'judgments']"
How are persons other than district judges recruited to the judicial service as per Article 234?,"According to Article 234, appointments of persons other than district judges to the judicial service of a State are made by the Governor of the State in accordance with the rules made by him after consultation with the State Public Service Commission and the High Court exercising jurisdiction in relation to that State.","['judges', 'the', 'how', 'judicial', 'persons', 'per', 'are', 'to', 'service', '234', 'district', 'recruited', 'as', 'article', 'than', 'other']"
What control does the High Court have over subordinate courts as per Article 235?,"Article 235 states that the High Court has control over district courts and courts subordinate to them, including the posting, promotion, and grant of leave to persons belonging to the judicial service of a State and holding any post inferior to the post of district judge. However, this article does not take away any right of appeal from such person under the law regulating the conditions of their service or authorize the High Court to deal with them otherwise than in accordance with the conditions of their service prescribed under such law.","['high', 'what', 'the', 'as', 'article', 'control', 'court', 'per', 'over', 'courts', 'does', 'have', 'subordinate', '235']"
